id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,language,
91,softexnacional,,2020-03-04,"Startups e PMEs: a Comissão Europeia está convocando a submissão de soluções inovadoras para combater o surto de coronavírus..Com um orçamento de € 164 milhões para tecnologias e inovações que possam ajudar no tratamento, teste, monitoramento ou outros aspectos do surto de coronavírus..Inscrições até às 13h de quarta-feira, 18 de março (horário de Brasília, Brasil / 17h horário local de Bruxelas):  https://lnkd.in/ecf-dXT.Imagem e fonte: Site oficial da Comissão Europeia www.ec.europa.eu'",3,0,0,,linkedin,pt,
170,softexnacional,,2020-03-04,"Nosso Programa de Certificações, MPS.BR, também se adequou a este momento..Em regime especial as atividades da avaliação poderão ser autorizadas para realização remota..Acesse o comunicado oficial do MPS.BR e saiba mais https://lnkd.in/daTuqZV'",7,0,0,,linkedin,pt,
172,softexnacional,,2020-03-04,"Por pautarmos sempre nossas ações na #coletividade e no #respeito ao próximo, estamos confiantes que vamos sair dessa pandemia mais humanos e conscientes.Reafirmando nosso cuidado com a saúde dos nossos colaboradores, das suas famílias e de toda a sociedade, a partir de hoje, dia 20/03, todo o nosso time está em regime de home office. Estamos em casa, mas continuamos à disposição via e-mails.Cuidem-se todos! #fiqueemcasa'",24,0,0,"#coletividade, #respeito, #fiqueemcasa'",linkedin,pt,
173,softexnacional,,2020-03-04,"Desafio Covid19: https://lnkd.in/eUSd67k.Uma iniciativa do MPLabs do Ministério Público de Pernambuco e do Open Innovation Lab do Porto Digital, em parceria com a Secretaria de Saúde do Estado de Pernambuco (SES/PE), como estratégia de inovação aberta no contexto da pandemia do SARS-CoV2..Imagem e fonte do texto: Site Oficial do Desafio Covid19 https://lnkd.in/eUSd67k'",9,0,0,,linkedin,pt,
174,softexnacional,,2020-03-04,Dicas para cuidar da sua saúde e produtividade em tempos de #homeoffice..Montamos um manual pra nossa equipe e agora compartilhamos com você..#ficaemcasa #secuide',18,2,0,"#homeoffice..Montamos, #ficaemcasa, #secuide'",linkedin,pt,
175,softexnacional,,2020-03-04,"Venha saber como estamos atuando nesse momento:https://lnkd.in/dGDS53m.Todos os projetos de nosso portfólio continuam ativos e nenhuma ação foi cancelada. As ações presenciais foram remanejadas para realização em formato online ou novas datas foram estabelecidas..Seguimos orientando empresários, startups, empreendedores e órgãos governamentais, buscando assim ser fonte segura de informação tecnológica e de inovação..Nossa equipe continua à disposição via e-mails e ainda em caso de dúvidas fale com comunicação@softex.br..#estamosjuntos'",16,0,0,#estamosjuntos',linkedin,pt,
176,softexnacional,,2020-03-04,"Atenção, Aceleradoras e ICTs! O Edital do IA² MCTIC tem nova data de encerramento: 31 de março!.No programa, as ICTs credenciadas ao CATI serão responsáveis pelo apoio e acompanhamento do desenvolvimento da solução e suporte tecnológico..Acesse e inscreva-se: http://softex.br/iamctic/'",10,0,0,,linkedin,pt,
177,softexnacional,,2020-03-04,"Faltam apenas 5 dias para o encerramento do Edital de ICTs do IA² MCTIC: http://softex.br/iamctic/.Com abrangência nacional, o programa tem por objetivo apoiar projetos de P&D orientados ao desenvolvimento de soluções em Inteligência Artificial..No IA² MCTIC, as ICTs credenciadas ao CATI serão responsáveis pelo apoio e acompanhamento do desenvolvimento da solução e suporte tecnológico.'",15,0,0,,linkedin,pt,
178,softexnacional,,2020-03-04,"Estamos em casa, mas a interação continua! Você já fez Happy Hour online? O nosso foi nessa terça-feira. 🙌🥤.Todo o nosso time está trabalhando de casa empenhado e garantindo que todas as nossas atividades e projetos fiquem ainda melhores..#secuide'",30,1,0,#secuide',linkedin,pt,
145,hexacta,,2020-03-04,"For many companies, the COVID-19 has meant a real challenge as they were forced to adapt to new ways of working. From this pandemic, however, we can learn some valuable lessons to keep us productive during these tough times. Here are five things we can learn from and how to apply them to software development. #WeStayAtHome #Productive #management'",19,0,0,"#WeStayAtHome, #Productive, #management'",linkedin,en,
156,hexacta,,2020-03-04,"Whether working remotely is a temporary situation due the current pandemic, it helps to know a few best practices when working with virtual teams. Here we share some important tips for getting used to a remote working environment. #Hexacta20Years #WorkingFromHome #WeStayAtHome'",8,0,0,"#Hexacta20Years, #WorkingFromHome, #WeStayAtHome'",linkedin,en,
157,hexacta,,2020-03-04,"""At Hexacta, we have an elite team that is focused on researching new technologies, frameworks, and software trends. It's the Hexacta Architecture Team (HAT) and they also have their own space where they share their knowledge. Take a look at the most recent article of the HAT's Blog and learn about #Blazor, a new #framework for building interactive web apps. #Hexacta20Years #softwaredevelopment #softwaresolutions""",4,0,0,"#Blazor,, #framework, #Hexacta20Years, #softwaredevelopment, #softwaresolutions""",linkedin,en,
164,hexacta,,2020-03-04,"""The more popular #Scrum becomes, the more misconceptions are spread with it. Here is a review of the most common myths about Scrum methodology and the truths behind them. Don't miss it! #Hexacta20Years""",7,0,0,"#Scrum, #Hexacta20Years""",linkedin,en,
165,hexacta,,2020-03-04,"Recently our partner Accelerance traveled to South America and visited our offices in Buenos Aires. During their stay, we participated in their podcast where the Project Managers Pablo Pecora and Agustín Tobio Corneu were interviewed on  #Agile and  #Agility. Take a look at the episode! #Hexacta20Years'",14,0,0,"#Agile, #Agility., #Hexacta20Years'",linkedin,en,
166,hexacta,,2020-03-04,"As part of our quality policy and commitment to continuous improvement, in 2019 Hexacta got the ISO 9001:2015 recertification, an international standard that focuses on the elements of quality management that a company must have. Learn more about all of our certifications #Hexacta20Years'",2,0,0,#Hexacta20Years',linkedin,en,
167,hexacta,,2020-03-04,"Software outsourcing has become an extended practice throughout the years, but some mistakes are still being repeated. Check out this video and find out the 9 most common mistakes you must avoid when outsourcing this kind of services. For more details, you can also read our Blog Post: https://lnkd.in/epUh2py#Hexacta20Years'",6,0,0,#Hexacta20Years',linkedin,en,
168,hexacta,,2020-03-04,"""Hexacta is a Microsoft's Gold Partner since 2002, which allows us to work together to communicate and promote new technologies and software development best practices. Find out more about the Microsoft competencies we have been certified on. #Hexacta20Years""",3,0,0,"#Hexacta20Years""",linkedin,en,
169,hexacta,,2020-03-04,Code review is essential when working on a software project as it can improve the product quality and the communication skills within teamwork. Here we tell you some reasons why it is so important in any software project. #Hexacta20Years',6,0,0,#Hexacta20Years',linkedin,en,
170,hexacta,,2020-03-04,"Many organizations around the world are transferring their IT and software development operations to third parties. Get this White Paper written by our partner, Javier López de Lagar, and find out why this might be the perfect choice for your business. #outsourcing #softwaredevelopment #Hexacta20Years'",13,0,0,"#outsourcing, #softwaredevelopment, #Hexacta20Years'",linkedin,en,
172,hexacta,,2020-03-04,"""Being a generalist company means having experience in different industries as well the ability to provide particular solutions to each client's needs. Watch the video and discover more reasons why it is a good decision to hire this type of company for your software development projects. You can also read our Blog Post here: https://lnkd.in/eHZs4Va#Hexacta20Years""",8,0,0,"#Hexacta20Years""",linkedin,en,
173,hexacta,,2020-03-04,"Throughout the years we have obtained the highest levels of certifications of the IT industry, making us capable of providing quality services for our clients. Learn more about our certified company. #Hexacta20Years'",24,0,0,#Hexacta20Years',linkedin,en,
174,hexacta,,2020-03-04,Hexacta relies on strong relationships with several well-known and recognized associations around the world. Our alliances with these organizations guarantee our clients our high-class services. #Hexacta20Years',3,0,0,#Hexacta20Years',linkedin,en,
175,hexacta,,2020-03-04,Working and handling outsourced teams it is not just an easy task. Here our partner Javier López de Lagar selected some of the most common mistakes businesses make when working with outsourced software teams. Take a look at them! #Hexacta20Years',9,0,0,#Hexacta20Years',linkedin,en,
181,hexacta,,2020-03-04,"The difficult situation the world is living nowadays has opened the need to manage budget wisely due to the uncertain future. Hiring a nearshore company that offers you very competitive and lower rates, without compromising quality, is essential. Take into account that thanks to the cultural affinity, they also can understand your current needs better and be the consultant company you are in need of. #nearshore #outsourcing #softwaredevelopment'",10,0,0,"#nearshore, #outsourcing, #softwaredevelopment'",linkedin,en,
182,hexacta,,2020-03-04,Set specific goals and tasks for each day and communicate them to the team. This will help to keep track of every task everyone is working on and not missing details due to the physical absence. #WeStayAtHome #workingremotely',9,0,0,"#WeStayAtHome, #workingremotely'",linkedin,en,
183,hexacta,,2020-03-04,"Even in these days, you can still count on friends and family. It can be difficult to be in quarantine for 14 days, but it will be more difficult to not get in touch with your loved ones. Take some time during the day -maybe lunchtime- to phonecall someone. This will be a great break and it will give you energy to continue with your daily job. #WeStayAtHome #workingremotely'",6,0,0,"#WeStayAtHome, #workingremotely'",linkedin,en,
184,hexacta,,2020-03-04,Connectivity is the clue when it comes to working with remote teams. Make sure your WiFi connection and Internet provider works perfectly. Think about increasing velocity if your project needs it or make sure the IT team of your company will technically respond as if it was at the office. #WeStayAtHome #workfromhome',10,0,0,"#WeStayAtHome, #workfromhome'",linkedin,en,
186,hexacta,,2020-03-04,Schedule some minutes along the day and make indoor exercise. You can always look for a free app or videos to practice a yoga or stretching routine. Get the best out of the quarantine time. #WeStayAtHome #fitness #workfromhome #productive',11,0,0,"#WeStayAtHome, #fitness, #workfromhome, #productive'",linkedin,en,
188,hexacta,,2020-03-04,"""Being alone at home can difficult communication. You don't have your colleague next to you or your daily meetings might be postponed. If written communication is the most common used tool during these days, make sure the idea is clear and accurate. Send the message only if you're sure there are no misunderstandings. #WeStayAtHome""",3,0,0,"#WeStayAtHome""",linkedin,en,
189,hexacta,,2020-03-04,"""In these COVID-19 times where companies have been forced to change the way they work, some of them might be evaluating making a twist in their outsourcing strategies. Is this time to look into another location? Many markets are facing total lockdowns and software projects might have important delays due to technical issues. Nearshore software companies are 100% technically prepared to non-stop your business's productivity. #nearshore #outsourcing #softwaredevelopment""",14,0,0,"#nearshore, #outsourcing, #softwaredevelopment""",linkedin,en,
190,hexacta,,2020-03-04,"Experts say that 20-minute morning coffee or afternoon exercise, can put you in the right working mindset. Not talking with your colleagues and sometimes not even standing up from the chair can make things worse. Let your mind go blank for a few minutes. #WeStayAtHome #workingremotely'",16,0,0,"#WeStayAtHome, #workingremotely'",linkedin,en,
191,hexacta,,2020-03-04,"Buy yourself or bring from the office the right monitor, webcam, headset, mouse, keyboard, and an extra USB hub & dock, these will definitely help you during your home office days. Wake up a couple of minutes early every morning and make sure everything is running and working properly. You will have a smooth day! #WeStayAtHome #workfromhome #productive'",11,0,0,"#WeStayAtHome, #workfromhome, #productive'",linkedin,en,
192,hexacta,,2020-03-04,"If you\'re trying to be productive, these ""home office"" days are not the excuse for not to. Set one specific room and avoid working from the bed. Get ready, as every morning, get dressed, and make yourself comfortable to start your work with the right foot. #WeStayAtHome #productivity #workingremotely'",10,0,0,"#WeStayAtHome, #productivity, #workingremotely'",linkedin,en,
193,hexacta,,2020-03-04,"""Continued communication will guarantee that your project won't be affected by these hectic days. Make sure your team has the proper communication tools in order to keep all members in contact at any time. #WeStayAtHome #workingremotely #productive""",7,0,0,"#WeStayAtHome, #workingremotely, #productive""",linkedin,en,
194,hexacta,,2020-03-04,"Like many organizations, Hexacta has temporarily shifted to working remotely, due to the novel coronavirus (COVID-19). How can we maintain ourselves productive during these days? Our first tip: make sure your team is doing well and working as if they were at the office. #WeStayAtHome #productive #workingremotely'",27,0,0,"#WeStayAtHome, #productive, #workingremotely'",linkedin,en,
134,mxenabled,,2020-03-04,Thanks MX for your virtual banking transformation week conference - we appreciate your leadership in this space! 🙌 #leadership #covid19 #connectionsatwork',33,0,0,"#leadership, #covid19, #connectionsatwork'",linkedin,en,
135,mxenabled,,2020-03-04,In times like these - our lifeline becomes hope. Hope in the goodness of mankind. Today we witnessed the charity of MX in donating 175 GreenMe smoothies to the exhausted Timpanogos hospital staff who have skipped meals and sleep to serve our community without complaint. When we open our eyes to it- we are surrounded by true heroes￼￼. #beahero #greenmesmoothies #thereishope #abettermeWww.greenmesmoothies.com',81,2,0,"#beahero, #greenmesmoothies, #thereishope, #abettermeWww.greenmesmoothies.com'",linkedin,en,
143,mxenabled,,2020-03-04,"""Banking Transformation Week officially starts tomorrow! Tune into this 100% virtual event, featuring FormFree's Brent Chandler and Brian Francis, and gain valuable insights to become a leader in a digital-first banking ecosystem.Click below to register! 👇MX Adam Savage #Innovation #3n1 #Passport #ClosedLoan #digitalmortgage #mortgageinnovators""",3,0,0,"#Innovation, #3n1, #Passport, #ClosedLoan, #digitalmortgage, #mortgageinnovators""",linkedin,en,
145,mxenabled,,2020-03-04,"With the spread of covid-19, many financial services companies are debating whether to ""wait and see"" or to invest in critical digital initiatives. Financial institutions that don\'t have a strong digital presence can’t properly take care of their customers during this vital time and are at risk of losing out to those that do - especially with branches closing down and customers relying on digital banking more than ever.  Here\'s why prioritizing digital initiatives is so important for banking and our communities:'",74,0,0,,linkedin,en,
146,mxenabled,,2020-03-04,Working remotely like me? Tune in to Banking Transformation Week March 24-26 for this virtual conference.',26,0,0,,linkedin,en,
153,mxenabled,,2020-03-04,"""COVID-19 has us all thinking about how we can better prepare for economic uncertainty. MX's Chief Advocacy Officer Jane Barratt shares 4 things we can do to financially prepare ourselves and our loved ones.#financialstrength #financialhealth #financialplanning #financialgoals #financialwellness""",51,0,0,"#financialstrength, #financialhealth, #financialplanning, #financialgoals, #financialwellness""",linkedin,en,
169,mxenabled,,2020-03-04,"Economic uncertainty is driving a 50% increase in mobile banking as consumers look to safeguard finances and increase emergency funds.Earlier today, MX published new data on mobile banking engagement and consumer spending, amid economic uncertainty and anxiety over covid-19.  #mobilebanking #financialwellness #digitaltransformation'",64,0,0,"#mobilebanking, #financialwellness, #digitaltransformation'",linkedin,en,
170,mxenabled,,2020-03-04,Bank Director: MX CEO Ryan Caldwell on COVID-19: A Make-or-Break Moment for Customer Loyalty #coronavirus #digitalbanking #digitaltransformation #fintech',40,1,0,"#coronavirus, #digitalbanking, #digitaltransformation, #fintech'",linkedin,en,
172,mxenabled,,2020-03-04,"""Highlights from Day 2 at Banking Transformation Week.  Another great day of insightful discussions and practical advice from some of the most influential thought leaders in the industry. It's not too late to check out all the great content or to register for Day 3: https://lnkd.in/gqjbcyQ#fintech #BTW2020 #banking #creditunions #digitaltransformation Omar Hatamleh Ryan Caldwell Doug Nielson Jane Barratt Chris Nichols Shayli Lones James Reuter John J. Maxfield Sam Maule Kara Parkey, CPA Brent Chandler Brian Francis Ethan Prete""",44,0,0,"#fintech, #BTW2020, #banking, #creditunions, #digitaltransformation",linkedin,en,
173,mxenabled,,2020-03-04,"""Highlights from Day 1 of Banking Transformation Week. To view today's sessions, or to register for tomorrow, visit:  https://lnkd.in/gtGRscDThank you to all the incredible speakers who shared their stories, best practices, and talents. You're not going to want to miss tomorrow's lineup.  #Fintech #BTW2020 #banking #creditunions Adam Savage Ryan Caldwell James C Dotter Sharon Krizic, CFP, CTFA, CFEI, BFA, CUDE Erin Caldwell John D. Brent Beardall John J. Maxfield Corinne Bartow Justin Steele Donald MacDonald Theodora Lau Jill Castilla Ron Shevlin Bob Barr""",55,2,0,"#Fintech, #BTW2020, #banking, #creditunions",linkedin,en,
174,mxenabled,,2020-03-04,"""Tearsheet has launched the Money Experience Bracket Challenge 2020! Take a minute to fill out the first round of the bracket and let's see who makes it to the round of 32. The Bracket Challenge is an opportunity for the nation's top banks and credit unions and their customers to vote on who offers the best customer experience and who's leading in digital transformation. The Money Experience Bracket Challenge is sponsored by Banking Transformation Week. Register Here: https://lnkd.in/gqjbcyQ#fintech #bankinginnovation #banks #creditunions #BTW2020""",23,0,0,"#fintech, #bankinginnovation, #banks, #creditunions, #BTW2020""",linkedin,en,
175,mxenabled,,2020-03-04,"""86% of consumers say that their primary contact with their financial institution is online or on mobile. Just 14% say it's via branch or ATM.  MX's Jon Ogden joined the CU 2.0 Podcast to discuss the future of banking and share new research on evolving customer trends. Jon Ogden is the author of two new reports from MX: The Ultimate Guide to the Future of Banking:  https://lnkd.in/gDvgpb2The Ultimate Guide to Digital Transformation:  https://lnkd.in/gBNvdmc#Fintech #DigitalTransformation #futureofbanking""",35,0,0,"#Fintech, #DigitalTransformation, #futureofbanking""",linkedin,en,
176,mxenabled,,2020-03-04,"Round 2 of the Money Experience Bracket Challenge is now Live! This is your chance to still fill out a bracket - while supporting your favorite banks and credit unions. To fill out your bracket visit: https://lnkd.in/eXM_B7tBanks and credit unions making it to Round 2 incude:West Region: Charles Schwab vs. Ally, Synchrony vs. Silicon Valley Bank, UBS vs. CIT; Umpqua Bank vs. BECUEast Region: Chase vs. Capital One, TD vs. Goldman Sachs, Citizens Bank vs. Morgan Stanley, Discover Financial Services vs. Navy Federal Credit UnionSouth Region: Bank of America vs. SunTrust, USAA vs. Synovus, E*TRADE vs. BOK Financial, TIAA vs. BankUnitedMidwest Region: U.S. Bank vs. Fifth Third Bank, BMO Financial Group vs. Huntington National Bank, CIBC vs. TCF Bank, First National Bank of Omaha vs. MidFirst Bank#fintech #BTW2020 #banking #creditunions Be sure to catch up on all the great discussions from Banking Transformation Week at https://lnkd.in/gtGRscD'",7,0,0,"#fintech, #BTW2020, #banking, #creditunions",linkedin,en,
178,mxenabled,,2020-03-04,"""Don't miss Day 2 of Banking Transformation Week. We have a great lineup of speakers. To view today's sessions or to catch up on yesterday's sessions visit: https://lnkd.in/gqjbcyQ Today's lineup:  - Omar Hatamleh and Ryan Caldwell: Disruptive Innovation- Doug Nielson and Jane Barratt: Value-Added Banking: A Win-Win for All- Chris Nichols: Innovative Ways to Achieve Growth- Shayli Lones: 5 Steps to Digital Transformation Success- James Reuter and John J. Maxfield: Future of Banking - Sam Maule and Kara Parkey, CPA: How Customer-Centric Design Influences Digital Banking- Jane Barratt: How Great Experiences Lead to Better Outcomes- Kevin Riley and John J. Maxfield: Future of Banking- Brent Chandler and Brian Francis: Why We're Putting Congrol Bank in the Customer's Hands#fintech #BTW2020 #banking #digitialtransformation #creditunions""",9,0,0,"#fintech, #BTW2020, #banking, #digitialtransformation, #creditunions""",linkedin,en,
179,mxenabled,,2020-03-04,"""Banking Transformation Week is live today, Wednesday and Thursday (March 24-26). Watch now from your home or office: 20+ Industry Leading Speakers | All Online | 100% Free!Today's lineup: - Adam Savage and Ryan Caldwell: The Golden Rules of Creativity for Success- Ryan Caldwell and James C Dotter: Leading From the Front: Establishing Consumer Confidence Amidst Uncertainty- Sharon Krizic, CFP, CTFA, CFEI, BFA, CUDE and Erin Caldwell: A Data-Drive Financial Health Strategy- John D.: Breaking Down Silos - Creating a Sustainable Internal Data Culture- Brent Beardall and John J. Maxfield: Future of Banking- Corinne Bartow: Future of Fintech and 2020 Predictions- Justin Steele: How Good Data Can Positively Impact LIves- Donald MacDonald: The ROI of Data Transformation - Theodora Lau and Jill Castilla: Usher int he Future of Banking with a Great Data Strategy- John Allison and John J. Maxfield: Future of Banking- Ron Shevlin: The Big Debates That Will Shape Banking This Decade- Bob Barr: The Digital Golden Rule #fintech #BTW2020 #banking #creditunions #digitaltransformation""",8,0,0,"#fintech, #BTW2020, #banking, #creditunions, #digitaltransformation""",linkedin,en,
180,mxenabled,,2020-03-04,"Medium: Top Fintech Startups to Watch For - MX takes the prize for Data ""The company I like most is MX...Specifically, its ability to consolidate data sources, make data easy to manage, and provide useful analytics for the FIs.""#fintech #Banking #creditunion #BTW2020'",34,0,0,"#fintech, #Banking, #creditunion, #BTW2020'",linkedin,en,
183,mxenabled,,2020-03-04,"""Register now for Banking Transformation Week taking place March 24-26: 20+ Industry Leading Speakers | All Online | 100% Free Join the banking industry's most elite online event - created exclusively for leaders on the cutting edge of disruption in banking, finance, and fintech. Learn how you can succeed with digital transformation and take on the future of banking.#fintech #BTW2020 #bankinginnovation #bankingindustry https://lnkd.in/gqjbcyQ""",51,2,0,"#fintech, #BTW2020, #bankinginnovation, #bankingindustry",linkedin,en,
186,mxenabled,,2020-03-04,"""Breaking Bank's Jason Henrichs sat down with Regions Bank's Chief Digital Officer Andy Hernandez at Fintech Festival to discuss the intersection of trust and innovation and how financial institutions can use data to continually improve and deliver increased customer value. To learn more about using data to transform the future of banking, check out the industry's most elite online event - Banking Transformation Week:  https://lnkd.in/gtGRscD #fintechFest #digitaltransformation #bankingtech #customerexperience""",33,0,0,"#fintechFest, #digitaltransformation, #bankingtech, #customerexperience""",linkedin,en,
187,mxenabled,,2020-03-04,"Join us March 24-26 for the first annual Banking Transformation Week, a 3-day online event, featuring 20+ speakers discussing how to create data-driven organizations that drive customer outcomes and transform the future of banking. #Fintech #DigitalTransformation #bankingtech #digitalevents #futureofbanking #bankingtransformationweek2020Adam Savage Omar Hatamleh Ryan Caldwell John D. Brent Beardall Corinne Bartow Justin Steele Donald MacDonald Sam Maule Erin Caldwell Brian Francis Brent Chandler Jane Barratt Ron Shevlin Doug Nielson Theodora Lau Kara Parkey, CPA Shayli Lones James Reuter Shane Evans Jill Castilla Sharon Krizic, CFP, CTFA, CFEI, BFA, CUDE'",47,1,0,"#Fintech, #DigitalTransformation, #bankingtech, #digitalevents, #futureofbanking, #bankingtransformationweek2020Adam",linkedin,en,
188,mxenabled,,2020-03-04,"""Breaking Banks Fintech Podcast's Jason Henrichs sat down with U.S. Bank's Doug Nielson and Kabbage, Inc's Sam Taussig to discuss the future of banking and how data is transforming the industry. BONUS: Sam Taussig shares how he'd reshape the industry if he were King of Fintech for a day.  #Fintech #FintechFest #BankingTransformation""",41,1,0,"#Fintech, #FintechFest, #BankingTransformation""",linkedin,en,
190,mxenabled,,2020-03-04,"MX was named to the Women Tech Council 2020 Shatter List, a recognition of companies that help break the glass ceiling for women in technology by promoting a culture of diversity and inclusion.#womenintech #womeninfintech'",88,4,0,"#womenintech, #womeninfintech'",linkedin,en,
211,mxenabled,,2020-03-04,"""Banking Transformation Week is going live in 10 minutes with an expert panel talking about how we can best support #smallbusiness with MX's Jane Barratt TAB Bank's Curt Queyrouze Autobooks' Steven Robert Kabbage, Inc's Sam Taussig and Regions Bank's Adam Miller. To register or to check out all the great content from this week's Banking Transformation Week visit: https://lnkd.in/gtGRscD #fintech #BTW2020 #banking #creditunions""",40,0,0,"#smallbusiness, #fintech, #BTW2020, #banking, #creditunions""",linkedin,en,
212,mxenabled,,2020-03-04,"Banking Transformation Week Day 2: At 1pm ET join Jane Barratt, Liz Wolverton, Ramona Ortega and Josh Rowland for a live panel on how the financial services industry can best help people right now. Sign up here: https://lnkd.in/gqjbcyQ Synovus Lead Bank #fintech #banking #digitaltransforamtion #freewebinar #BTW2020'",24,0,0,"#fintech, #banking, #digitaltransforamtion, #freewebinar, #BTW2020'",linkedin,en,
119,dextra-digital,,2020-03-04,Seguimos junto nesse propósito!',37,0,0,,linkedin,pt,
137,dextra-digital,,2020-03-04,"Conheça a solução Home Based, desenvolvido pela Interaxa, empresa do grupo Mutant. Com mecanismos de segurança, monitoramento, comunicação e gestão de aderência, a solução permite que outros tipos de operações mantenham a produtividade e bem-estar dos seus colaboradores. #homeoffice #grupomutant #interaxa'",17,0,0,"#homeoffice, #grupomutant, #interaxa'",linkedin,pt,
140,dextra-digital,,2020-03-04,"A nossa Dextrana, Isabel Reis, PMP, é a homenageada da semana da Mutant. Leia mais sobre o depoimento dela. #GirlPower'",53,0,0,#GirlPower',linkedin,pt,
148,dextra-digital,,2020-03-04,Saiba mais sobre a nova aquisição do Grupo Mutant.#BemVindaZoly',29,0,0,#BemVindaZoly',linkedin,pt,
176,dextra-digital,,2020-03-04,"A revitalização de aplicativos é uma estratégia que traz consigo uma série de benefícios. Da performance ao design, são diversos pontos que podem melhorar a experiência do usuário com seu produto. Saiba mais:'",44,1,0,,linkedin,pt,
177,dextra-digital,,2020-03-04,"Desde segunda-feira (16/03) todas as nossas equipes estão trabalhando de casa. Neste momento é importante evitarmos a propagação do vírus COVID19. Para facilitar o home office, fizemos um guia para te ajudar. #stayathome'",105,0,0,#stayathome',linkedin,pt,
178,dextra-digital,,2020-03-04,Vamos relembrar sobre Data Agility e como transformar esses dados em valor na nossa seleção de melhores textos do Blog da Dextra. Confira:',30,0,0,,linkedin,pt,
179,dextra-digital,,2020-03-04,"Você já pensou a diferença que um Product Manager pode fazer dentro dos seus times? Veja as dicas que a Evellyn, tem pra te dar!'",62,2,0,,linkedin,pt,
183,dextra-digital,,2020-03-04,"Não existe cartilha ou modelo para ser digital, e cada companhia encontra seu próprio caminho, mas há metodologias e ferramentas flexíveis que podem ajudar."" - Luis Dosso, CSO da Dextra. Leia mais:'",40,0,0,,linkedin,pt,
235,dextra-digital,,2020-03-04,Todo mundo no modo Home Office! Conta para gente como está sendo trabalhar da sua casa!',177,4,0,,linkedin,pt,
236,dextra-digital,,2020-03-04,Tocar os projetos digitais remotos é um desafio para a transformação dos negócios em tempos de quarentena.Na Dextra já trabalhamos assim e os projetos de nossos clientes seguem sem impactos. Métodos de trabalho e ferramentas fazem o dia a dia remoto ter a mesma produtividade.Precisa de ajuda? Conte conosco.',74,0,0,,linkedin,pt,
237,dextra-digital,,2020-03-04,"Recebemos com muita alegria a indicação do nosso CMO, Luis Dosso para o prêmio Executivos de TI na categoria Serviços. Notícias como essa são um reconhecimento de um trabalho bem feito e em constante evolução. Saiba mais em: https://mla.bs/8d150a0e'",238,25,0,,linkedin,pt,
238,dextra-digital,,2020-03-04,"A organização do DevCamp está acompanhando de pertinho em constante atualização sobre as informações sobre a pandemia da COVID-19 no Brasil e no mundo. Notificamos, por ora, que está mantida a realização do evento no dia 14.08 e estamos monitorando o cenário. Caso haja alguma mudança neste posicionamento, nosso público será informado em primeira mão.'",75,0,0,,linkedin,pt,
239,dextra-digital,,2020-03-04,"As submissões de palestras para o Backend Day já está disponível, inscreva já sua palestra, e contribua com o evento! Acesse: https://mla.bs/6cc977c1'",68,1,0,,linkedin,pt,
240,dextra-digital,,2020-03-04,"No último sábado dia 07/03, rolou o Open Data Dextra Day, que foi como o Datathon, ou seja, uma análise de um conjunto de dados de diversas fontes com o intuito de entender a melhor maneira de usá-los de forma prática. Para saber desses e de outros eventos que acontecem aqui na Dextra, fique ligado nas nossas redes sociais!'",90,1,0,,linkedin,pt,
241,dextra-digital,,2020-03-04,"No próximo dia 18/03, o nosso diretor de Inovação Bill Coutinho, estará palestrando no 4º Meetup de Inovação da CINQ. Para saber mais sobre o evento e como participar, acesse:  https://mla.bs/341e3fcf'",79,0,0,,linkedin,pt,
242,dextra-digital,,2020-03-04,"Ontem, quarta-feira, nós participamos de mais um evento da EBDI. Neste ano nós falamos um pouco mais sobre dados e como eles podem ser usados dentro de empresas para as tomadas de decisões e contribuindo para aceleração digital.'",109,2,0,,linkedin,pt,
243,dextra-digital,,2020-03-04,"Temos o primeiro palestrante confirmado para o DevCamp 2020. O Elemar Júnior, CEO da Eximia Co, trará para o evento a palestra: ""Priorizando dívidas técnicas e modernizando o legado como se tempo e dinheiro fossem importantes"". Saiba mais em: https://mla.bs/28e61c59'",71,0,0,,linkedin,pt,
52,softexnacional,,2020-04-08,"Reunimos uma seleção de empresas e startups que podem ajudar no combate ao COVID-19 e minimizar o impacto do momento que estamos vivemos, seja na área de negócios, da saúde ou em outras áreas que também podem colaborar nesse período emergencial. .Acesse e conheça as soluções: https://lnkd.in/dJNpAMd.#tecnologiasalva #tecnologiacuida #tecnologiaaproxima #estamosjuntos'",19,0,0,"#tecnologiasalva, #tecnologiacuida, #tecnologiaaproxima, #estamosjuntos'",linkedin,pt,
162,softexnacional,,2020-04-08,"Webinar Mecanismos de Entrada e Manutenção de Operações no Mercado Internacional para Empresas de Tecnologia, com Guilherme Amorim, gestor da área internacional da Softex..Dia 07 de maio às 10h..Inscrições: https://lnkd.in/dGJq44H'",6,0,0,,linkedin,pt,
