id,company,post_title,post_date,post_text,post_likes,post_comments,post_video_views,post_hashtags,origin,,,
281,everis,,2020-12-19,"Saiba onde a Realidade Aumentada já está em uso e, para que precisamos dela em nosso dia a dia: https://lnkd.in/g3WxvPD #everisBrasil'",2,0,0,#everisBrasil',linkedin,,,
282,everis,,2020-12-19,"No próximo everisTalks Round Table vamos abordar “A importância de investir em acessibilidade digital” e falar sobre os principais impactos no negócio com a inclusão da acessibilidade digital, além dos insights da pesquisa aplicada na sociedade brasileira e sua importância. Este evento on-line acontecerá no dia 11 de Dezembro, 9h30. Inscreva-se: https://lnkd.in/gJsQJx7 #everisBrasil #ITServices'",28,0,0,"#everisBrasil, #ITServices'",linkedin,,,
283,everis,,2020-12-19,Baixe o e-book: https://lnkd.in/gaGh9Nc #everisBrasil #InnovadoresenPeru #TransformacaoDigital',6,0,0,"#everisBrasil, #InnovadoresenPeru, #TransformacaoDigital'",linkedin,,,
284,everis,,2020-12-19,"O Digital Lab Brasil, com experiência de mais de três anos no desenvolvendo de soluções X-Reality para clientes da everis na América Latina, traz um panorama das tecnologias# XReality mais relevantes. https://lnkd.in/gbQNpBm#everisBrasil'",7,0,0,"# XReality, #everisBrasil'",linkedin,,,
285,everis,,2020-12-19,"Encerramos mais um programa BECA na equipe de Salesforce, que contou com treinamento intensivo, direcionamento para o mentor, report diário de atividades e imersão em projetos/clientes, realizada para vagas funcionais e para desenvolvedores, com 30 profissionais. É uma alegria concluir esse projeto com profissionais que estão chegando ao mercado de trabalho e têm muitas ideias bacanas que, certamente iremos desenvolver juntos! #everisBrasil #Strategy&Tech'",97,2,0,"#everisBrasil, #Strategy&Tech'",linkedin,,,
286,everis,,2020-12-19,A maioria das organizações que contribuíram com nosso estudo Agile 2020 considera a velocidade de conclusão como uma das métricas centrais para medir o sucesso das práticas Agile. Confira o estudo aqui: https://lnkd.in/gfNKjCJ #everisBrasil #EstudioAgile #Agile',19,0,0,"#everisBrasil, #EstudioAgile, #Agile'",linkedin,,,
287,everis,,2020-12-19,"Desenvolver aplicações que atendam às necessidades em constante mudança, de clientes e usuários cada vez mais exigentes, significa ter capacidade de entregar com agilidade e, é claro, com qualidade. Para atender à estas demandas os testes ágeis são fundamentais. Leia o estudo e saiba mais: https://lnkd.in/gjTeUKU #everisBrasil #ITServices'",31,0,0,"#everisBrasil, #ITServices'",linkedin,,,
288,everis,,2020-12-19,Reforçamos nosso compromisso com o #OpenBanking com o novo Centro Global de Excelência. Isso apoiará nossos clientes na transformação de seu core business e na criação de novos empreendimentos digitais. Saiba mais (conteúdo em espanhol): https://bit.ly/3ais2T4 #everisBrasil',14,0,0,"#OpenBanking, #everisBrasil'",linkedin,,,
289,everis,,2020-12-19,"Na última semana, realizamos uma sessão virtual e exclusiva para nossos clientes do setor de Healthcare, sobre Inteligência Artificial em Saúde, ""Inovação para transformar""! Para esse bate-papo, convidamos nosso especialista, Evandro Armelin, Head de Data & Analytics Américas na everis Brasil e a Dra. Catherine Havasi, atualmente afiliada de pesquisa do MIT Media Lab.Neste encontro, exploramos os desafios de adoção de IA enfrentados pelas indústrias latino-americanas, discutimos sobre o processamento de linguagem natural e o aprendizado de máquina estão permitindo experiências de atendimento mais personalizadas em telemedicina e digital health e ainda abordamos o nosso estudo de Inteligência Artificial e sua adoção nas grandes organizações da América Latina.Agradecemos a todos que puderam participar deste evento virtual, como parte de nosso contínuo investimento em pesquisa e desenvolvimento, a NTT DATA é uma das seis empresas-membro residentes com uma equipe de cientistas no MIT Media Lab em Boston. #everis #everisBrasil'",23,1,0,"#everis, #everisBrasil'",linkedin,,,
290,everis,,2020-12-19,"Na última semana, realizamos uma sessão virtual e exclusiva para nossos clientes do setor de Healthcare, sobre Inteligência Artificial em Saúde, ""Inovação para transformar""! Para esse bate-papo, convidamos nosso especialista, Evandro Armelin, Head de Data & Analytics Américas na everis Brasil e a Dra. Catherine Havasi, atualmente afiliada de pesquisa do MIT Media Lab.Neste encontro, exploramos os desafios de adoção de IA enfrentados pelas indústrias latino-americanas, discutimos sobre o processamento de linguagem natural e o aprendizado de máquina estão permitindo experiências de atendimento mais personalizadas em telemedicina e digital health e ainda abordamos o nosso estudo de Inteligência Artificial e sua adoção nas grandes organizações da América Latina.Agradecemos a todos que puderam participar deste evento virtual, como parte de nosso contínuo investimento em pesquisa e desenvolvimento, a NTT DATA é uma das seis empresas-membro residentes com uma equipe de cientistas no MIT Media Lab em Boston. #everis #everisBrasil'",55,0,0,"#everis, #everisBrasil'",linkedin,,,
291,everis,,2020-12-19,Você é Agile Coach e está em busca uma empresa que ofereça grandes oportunidades para sua carreira? Então vem para everis! Clique no link e se inscreva na vaga! https://bit.ly/3cIZLnP #MyeverisWorkplace #BEeveris #Career #everis #everisBrasil',73,2,0,"#MyeverisWorkplace, #BEeveris, #Career, #everis, #everisBrasil'",linkedin,,,
292,everis,,2020-12-19,"No próximo everisTalks Round Table vamos abordar “A importância de investir em acessibilidade digital” e falar sobre os principais impactos no negócio com a inclusão da acessibilidade digital, além dos insights da pesquisa aplicada na sociedade brasileira e sua importância. Este evento on-line acontecerá no dia 11 de Dezembro, 9h30. Inscreva-se: https://lnkd.in/gJsQJx7 #everisBrasil #ITServices'",35,0,0,"#everisBrasil, #ITServices'",linkedin,,,
293,everis,,2020-12-19,"""Innovadores Disruptivos en el Perú"", descubra como os principais inovadores estão transformando a forma de fazer negócios no Peru. Baixe o e-book: https://lnkd.in/g2KpdkV #everisBrasil #InnovadoresenPeru #TransformacaoDigital'",10,0,0,"#everisBrasil, #InnovadoresenPeru, #TransformacaoDigital'",linkedin,,,
294,everis,,2020-12-19,"No próximo everisTalks Round Table vamos abordar “A importância de investir em acessibilidade digital” e falar sobre os principais impactos no negócio com a inclusão da acessibilidade digital, além dos insights da pesquisa aplicada na sociedade brasileira e sua importância. Este evento on-line acontecerá no dia 11 de Dezembro, 9h30. Inscreva-se: https://lnkd.in/gJsQJx7 #everisBrasil #ITServices'",55,1,0,"#everisBrasil, #ITServices'",linkedin,,,
295,everis,,2020-12-19,"O estudo sobre o uso da #InteligênciaArtificial nas grandes organizações Latino-Americanas, realizado em colaboração com o MIT Tech Review, diagnosticou o grau de desenvolvimento, conhecimento e implementação desta tecnologia em seis países da América Latina. Baixe o estudo e conheça os principais insights: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",28,0,0,"#InteligênciaArtificial, #everisBrasil, #EstudoIA, #Digital&Strategy'",linkedin,,,
296,everis,,2020-12-19,"Os assistentes de voz são aplicações criadas através da IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, #everiseva: https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI'",16,0,0,"#everiseva:, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin,,,
297,everis,,2020-12-19,"Participe do everisTalks round Table “A importância de investir em acessibilidade digital”! Falaremos sobre os principais impactos no negócio com a inclusão da acessibilidade digital e também os insights da pesquisa aplicada na sociedade brasileira e sua importância através de uma LIVE conduzida por Filipe Bastos, Diretor de Serviços de Qualidade e Acessibilidade da everis Brasil, com a participação do CEO da everis Brasil, Ricardo Neves e nosso convidados, Andrea Cabeça, Superintende executiva do banco Bradesco, Victor Marinho, Gerente de qualidade e acessibilidade no Banco Itaú e Leondeniz Candido de Freitas, embaixador do Movimento Web para Todos. Este evento on-line acontecerá no dia 11 de Dezembro, às 9h30. Inscreva-se: https://lnkd.in/gJsQJx7 #everisBrasil #ITServices'",16,0,0,"#everisBrasil, #ITServices'",linkedin,,,
298,everis,,2020-12-19,"Em parceria com a Digital Innovation One, plataforma on-line de formação de profissionais em tecnologia, disponibilizamos 15 mil bolsas de estudo ao mercado. Dos profissionais formados, pelo menos 800 serão contratados pela everis Brasil, essa é a sua oportunidade de entrar no mercado de Tecnologia! Link de inscrição: https://bit.ly/2FWJWOE #MyeverisWorkplace #BEeveris #everisBrasil'",50,0,0,"#MyeverisWorkplace, #BEeveris, #everisBrasil'",linkedin,,,
299,everis,,2020-12-19,"O everisWay tem o objetivo de desenvolver os profissionais everis por meio de uma experiência de coaching, com um profissional everis mais experiente! A everis tem oportunidades de trabalho que podem ser realizadas de diversas regiões do Brasil. Mais mobilidade na sua rotina e oportunidades para sua carreira. Confira as vagas e nosso portal e faça parte do time da everis! Acesse: https://lnkd.in/dfv2FSh #MyeverisWorkplace #everis #everisBrasil #BEeveris #Career'",48,1,0,"#MyeverisWorkplace, #everis, #everisBrasil, #BEeveris, #Career'",linkedin,,,
300,everis,,2020-12-19,"O tema desde #podcast é o ganho de eficiência e produtividade utilizando testes de API e Microserviços, ouça 🎧Spotify https://spoti.fi/3m7MAAO Google https://bit.ly/2UYmMvfApple https://apple.co/3q2IqMYDeezer https://bit.ly/3l6UVncTunein https://bit.ly/2V15zB9#everisBrasil #everisTalks #ITServices'",21,1,0,"#podcast, #everisBrasil, #everisTalks, #ITServices'",linkedin,,,
301,everis,,2020-12-19,"Conheça #everiseva, nossa plataforma corporativa de soluções com voz:  https://eva.bot/ #everisBrasil #IA #chatbot #ConversationalAI'",19,0,0,"#everiseva,, #everisBrasil, #IA, #chatbot, #ConversationalAI'",linkedin,,,
302,everis,,2020-12-19,"O Programaria Summit Online 2020 vai inspirar e preparar mulheres de todo o Brasil para brilharem na área de tecnologia! E a #everisBrasil mais uma vez estará presente! Uma conferência que celebra e conecta as mulheres na tecnologia com objetivo de fomentar a carreira dessas profissionais na área. São três dias de conteúdo relevante para a sua carreira, além de ações para inspirar, capacitar e potencializar sua jornada! Saiba mais: https://lnkd.in/eiS3zKP PrograMaria #everis #MyeverisWorkplace #Career #BEeveris #MaisMulheresNaTecnologia #MaisJuntasDoQueNunca'",18,0,0,"#everisBrasil, #everis, #MyeverisWorkplace, #Career, #BEeveris, #MaisMulheresNaTecnologia, #MaisJuntasDoQueNunca'",linkedin,,,
303,everis,,2020-12-19,Ouça neste #podcast como definir estratégias de dados na empresa.Spotify https://spoti.fi/3lx2d3G Google https://bit.ly/2VqveDC Apple https://apple.co/3fZeuNc Deezer https://bit.ly/3mtfRGm TuneIn https://bit.ly/2I1nTXZ #everisBrasil #everisTalksPodcast',4,0,0,"#podcast, #everisBrasil, #everisTalksPodcast'",linkedin,,,
304,everis,,2020-12-19,"Daqui a pouco inicia o everis Talks Webinar: “Panorama do desenvolvimento híbrido entre homem e máquina na everis e benefícios”. Vamos abordar os desafios dessa jornada, focando em técnica, metodologia e planejamento e ainda, mostrar os ganhos e resultados. Inscreva-se! https://lnkd.in/g3jHnZD  # ITServices #everisBrasil'",8,0,0,"# ITServices, #everisBrasil'",linkedin,,,
305,everis,,2020-12-19,"Aconteceu ontem o everisTalks Round Table ""A expansão da agilidade no Brasil, a adoção da metodologia ágil como grande aliada na evolução dos negócios"". Agradecemos a todos que puderam participar e também aos nossos speakers, Ewerton Santos (Ton), Head do Centro de Excelência ágil da everis Brasil, Edson Portilho MSc, Executivo de Tecnologia/Especialista em Modelo de Trabalho Digital do Banco Itaú e Raphael Donaire Albino, Agile Manager na Nubank. Para acessar o conteúdo completo: https://lnkd.in/dKuDcbP Veja alguns prints do evento! #everisBrasil # Strategy&Tech #everisTalksRoundTable'",85,0,0,"#everisBrasil, # Strategy&Tech, #everisTalksRoundTable'",linkedin,,,
306,everis,,2020-12-19,Ouça neste #podcast como definir estratégias de dados na empresa.Spotify https://spoti.fi/3lx2d3G Google https://bit.ly/2VqveDC Apple https://apple.co/3fZeuNc Deezer https://bit.ly/3mtfRGm TuneIn https://bit.ly/2I1nTXZ #everisBrasil #everisTalksPodcast',5,0,0,"#podcast, #everisBrasil, #everisTalksPodcast'",linkedin,,,
307,everis,,2020-12-19,"Saiba como agregar valor para o seu negócio, utilizando APIs para a transformação digital: https://lnkd.in/gTPKYCH #ITServices #everisBrasil'",14,0,0,"#ITServices, #everisBrasil'",linkedin,,,
308,everis,,2020-12-19,"Entre os dias 23 e 27 de novembro realizamos mais uma Semana Interna de Prevenção de Acidentes do Trabalho, a SIPAT 2020 - nossa primeira edição totalmente on-line. Ao longo da semana, os profissionais tiveram a oportunidade de aprender mais sobre cuidados com sua saúde física e mental por meio de lives realizadas por grandes profissionais do mercado. #SIPAT2020 #BESafe #everSafe #everis #everisBrasil'",18,0,0,"#SIPAT2020, #BESafe, #everSafe, #everis, #everisBrasil'",linkedin,,,
309,everis,,2020-12-19,"O Innovation Chase é um programa da everis Brasil em parceria com universidades, que promove o apoio por meio de mentorias, dos profissionais everis especializados, para grupos de alunos que estão em fase de formação! Na FIAP, a everis participa do everis XR Challenge FIAP e, no dia 02 de dezembro às 19h acontecerá a live de encerramento e agradecimento ao projeto 2020, que contou com a participação de 24 grupos FIAP! Para participar, acesse: https://lnkd.in/gkX2w6T #InnovationChase #everisXRChallengeFIAP #Strategy&Tech #everisBrasil #everis'",34,2,0,"#InnovationChase, #everisXRChallengeFIAP, #Strategy&Tech, #everisBrasil, #everis'",linkedin,,,
310,everis,,2020-12-19,A Educafro é a grande parceira da everis Brasil na formação e geração de oportunidades para profissionais afro-brasileiros. Venha você também fazer parte do time everis Brasil! Confira nossas oportunidades acessando o portal: https://lnkd.in/dfv2FSh #MyeverisWorkplace #BEeveris #everisBrasil #Career',23,0,0,"#MyeverisWorkplace, #BEeveris, #everisBrasil, #Career'",linkedin,,,
311,everis,,2020-12-19,Grandes Corporações Latinoamericanas foram consultadas em nossa pesquisa sobre agilidade na região e apontam como aferem o êxito na adoção de Metodologias Ágeis. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',16,0,0,"#everisBrasil, #EstudoAgile, #Agile'",linkedin,,,
312,everis,,2020-12-19,"O conceito de #ComputaçãoEspacial e #WebEspacial mostra potencial para se tornar o grande capacitador da massificação de servidores baseados em X-Reality, em grande escala, a um baixo custo e com muito mais engajamento. https://lnkd.in/gbQNpBm #everisBrasil #xReality'",18,0,0,"#ComputaçãoEspacial, #WebEspacial, #everisBrasil, #xReality'",linkedin,,,
313,everis,,2020-12-19,"No dia 02 de dezembro de 2020 às 9h30 teremos o próximo everis Talks Round Table ""A expansão da agilidade no Brasil, a adoção da metodologia ágil como grande aliada na evolução dos negócios"". Evento online conduzido por Ewerton Santos, Head do Centro de Excelência ágil da everis Brasil, com nossos convidados Edson Portilho, Executivo de Tecnologia / Especialista em Modelo de Trabalho Digital do Banco Itaú e Raphael Albino, Agile Manager na Nubank Participe: https://bit.ly/round-agil #everisBrasil #Strategy&Tech #everisTalksRoundTable'",32,0,0,"#everisBrasil, #Strategy&Tech, #everisTalksRoundTable'",linkedin,,,
314,everis,,2020-12-19,"Hélio Fisher, Business Manager Consulting everis, apresentou: “Tudo o que você precisa saber sobre aplicar inteligência em RPA” em um evento para clientes everis Brasil do setor bancário. No evento, Hélio falou sobre como realizar automação com robôs de forma inteligente para evitar cair em armadilhas, passar por experiências ruins e processos ineficientes. Veja um pouco de como foi o evento! #Strategy&Tech #everisBrasil'",10,0,0,"#Strategy&Tech, #everisBrasil'",linkedin,,,
315,everis,,2020-12-19,Neste #meetup traremos insights sobre a importância de considerar os comportamentos que podem ser desenvolvidos pelos times dependendo da forma como as métricas e indicadores são abordados. https://lnkd.in/gBtgmAh #everisBrasil #Strategy&Tech',12,0,0,"#meetup, #everisBrasil, #Strategy&Tech'",linkedin,,,
316,everis,,2020-12-19,"Conheça mais um conteúdo Smart Working, o DOJO de Aprendizagem Virtual, que tem como objetivo implementar um ambiente de aprendizagem imersiva e orgânica, para times prosperarem. Acesse nossa #SmartWorking e confira o conteúdo completo: https://lnkd.in/gGZhgDh #everisBrasil #Strategy&Tech'",12,0,0,"#SmartWorking, #everisBrasil, #Strategy&Tech'",linkedin,,,
317,everis,,2020-12-19,"NTT DATA é reconhecida como líder em IDC MarketScape Asia/Pacific SAP Implementation Services Vendor Assessment, 2020. O relatório do IDC MarketScape avaliou 16 fornecedores com base em 20 elementos que abrangem uma ampla gama de critérios. https://lnkd.in/ggBErB6 conteúdo em inglês. #everisBrasil #NTTDATA'",10,0,0,"#everisBrasil, #NTTDATA'",linkedin,,,
318,everis,,2020-12-19,"""Na everis, acreditamos que o código atual também é importante, assim, criamos o KayTrust, uma plataforma de segurança que reúne credenciais, DIDs e lógica de negócios.http://ow.ly/qruu50CG17B #everisBrasil""'",14,0,0,"#everisBrasil""'",linkedin,,,
319,everis,,2020-12-19,"O tema do nosso próximo everis Talks Webinar é: “Panorama do desenvolvimento híbrido entre homem e máquina na everis e benefícios”. Vamos abordar os desafios dessa jornada, focando em técnica, metodologia e planejamento e ainda, mostrar os ganhos e resultados. Inscreva-se! https://lnkd.in/g3jHnZD  # ITServices #everisBrasil'",37,0,0,"# ITServices, #everisBrasil'",linkedin,,,
320,everis,,2020-12-19,"Amanhã, 02 de dezembro de 2020 às 9h30 teremos o próximo everis Talks Round Table ""A expansão da agilidade no Brasil, a adoção da metodologia ágil como grande aliada na evolução dos negócios"". Evento online conduzido por Ewerton Santos, Head do Centro de Excelência ágil da everis Brasil, com nossos convidados Edson Portilho, Executivo de Tecnologia / Especialista em Modelo de Trabalho Digital do Banco Itaú e Raphael Albino, Agile Manager na Nubank Participe: https://bit.ly/round-agil #everisBrasil #Strategy&Tech #everisTalksRoundTable'",10,0,0,"#everisBrasil, #Strategy&Tech, #everisTalksRoundTable'",linkedin,,,
321,everis,,2020-12-19,"""Innovadores Disruptivos en el Perú"", descubra como os principais inovadores estão transformando a forma de fazer negócios no Peru. Baixe o e-book: https://lnkd.in/g2KpdkV #everisBrasil #InnovadoresenPeru #TransformacaoDigital'",14,1,0,"#everisBrasil, #InnovadoresenPeru, #TransformacaoDigital'",linkedin,,,
322,everis,,2020-12-19,"Bruno Lopes Mello, Dojo Senpai (Facilitador) na everis Brasil e Mayckol Favarello, Agile Coach na everis Brasil,  trarão, neste #meetup, insights sobre como a importância de considerar os comportamentos que podem ser desenvolvidos pelos times dependendo da forma como as métricas e indicadores são abordados. https://lnkd.in/gBtgmAh #everisBrasil #Strategy&Tech'",10,0,0,"#meetup,, #everisBrasil, #Strategy&Tech'",linkedin,,,
323,everis,,2020-12-19,"Today, on November 30, we celebrate International Information Security Day! Here are some tips that can help keep your information safe:* Use strong passwords, with letters (upper and lower case), numbers and special characters;* Buy online through recognized stores; check if the store has the security lock in the browser.* Do not click on any link on the internet; alleged “attractive” promotions or fake news, for example, may appear only to hook your data through malware or fake websites. #everisUS'",59,1,0,#everisUS',linkedin,,,
324,everis,,2020-12-19,Dúvidas sobre qual metodologia adotar em sua empresa? Nosso estudo aponta quais as metodologias mais utilizadas por grandes corporações da região. Acesse: https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',70,0,0,"#everisBrasil, #EstudoAgile, #Agile'",linkedin,,,
325,everis,,2020-12-19,"O tema do nosso próximo everis Talks Webinar é: “Panorama do desenvolvimento híbrido entre homem e máquina na everis e benefícios”. Vamos abordar os desafios dessa jornada, focando em técnica, metodologia e planejamento e ainda, mostrar os ganhos e resultados. Inscreva-se! https://lnkd.in/g3jHnZD  # ITServices #everisBrasil'",36,0,0,"# ITServices, #everisBrasil'",linkedin,,,
326,everis,,2020-12-19,"Bruno Lopes Mello, Dojo Senpai (Facilitador) na everis Brasil e Mayckol Favarello, Agile Coach na everis Brasil,  trarão, neste #meetup, insights sobre como a importância de considerar os comportamentos que podem ser desenvolvidos pelos times dependendo da forma como as métricas e indicadores são abordados. https://lnkd.in/gBtgmAh #everisBrasil #Strategy&Tech'",17,0,0,"#meetup,, #everisBrasil, #Strategy&Tech'",linkedin,,,
327,everis,,2020-12-19,Ouça neste #podcast como definir estratégias de dados na empresa.Spotify https://spoti.fi/3lx2d3G Google https://bit.ly/2VqveDC Apple https://apple.co/3fZeuNc Deezer https://bit.ly/3mtfRGm TuneIn https://bit.ly/2I1nTXZ #everisBrasil #everisTalksPodcast',9,0,0,"#podcast, #everisBrasil, #everisTalksPodcast'",linkedin,,,
328,everis,,2020-12-19,"Acesse o estudo ""Inteligencia Artificial nas grandes organizações Latino-Americanas"" e conheça insights dessa pesquisa que realizamos em parceria com o MIT Tech Review em Espanhol: https://lnkd.in/dq45j2R #everisBrasil #EstudoIA #Digital&Strategy'",7,0,0,"#everisBrasil, #EstudoIA, #Digital&Strategy'",linkedin,,,
329,everis,,2020-12-19,"Os assistentes de voz são aplicações criadas através da #IA para atender e responder às questões dos usuários. Queremos te apresentar nossa solução omnichannel de voz, #everiseva: https://eva.bot/ #everisBrasil #chatbot #ConversationalAI'",9,0,0,"#IA, #everiseva:, #everisBrasil, #chatbot, #ConversationalAI'",linkedin,,,
330,everis,,2020-12-19,"Sua empresa pensa em começar a criar e testar serviços baseados em tecnologias X-Reality? Conheça o panorama das tecnologias X-Reality mais relevantes, considerando as categorias de hardware e software para 2020. https://lnkd.in/gbQNpBm#everisBrasil #xReality'",6,0,0,"#everisBrasil, #xReality'",linkedin,,,
331,everis,,2020-12-19,"O Innovation Chase é um programa da everis Brasil em parceria com universidades, que promove o apoio e mentorias dos profissionais everis especializados, para grupos de alunos que estão em fase de formação! Na FIAP, a everis participa do everis XR Challenge FIAP desde 2017, que já ajudou mais de 30 projetos com mentorias de criação, desenvolvimento e planejamento de negócios. A participação de aproximadamente 300 alunos, ajudou a transformar o crescimento do mercado de tecnologia e aproximar o meio acadêmico da experiência dentro das empresas. Essa colaboração resulta em pitches de apresentação dos grupos, para grandes clientes da everis Brasil e incubação de destaques!Neste ano, o desafio durou um ano letivo, contando com mais de 10 mentorias e um Demo Day. Agradecemos aos 24 grupos FIAP participantes, totalizando 120 alunos! Em breve divulgaremos os grandes vencedores dessa edição. #InnovationChase #everisXRChallengeFIAP #Strategy&Tech #everisBrasil #everis'",25,0,0,"#InnovationChase, #everisXRChallengeFIAP, #Strategy&Tech, #everisBrasil, #everis'",linkedin,,,
332,everis,,2020-12-19,"Aconteceu esta semana a semifinal brasileira do Open Innovation Contest! As 6 startups finalistas apresentaram suas soluções para mais de 25 renomados profissionais do mercado de inovação e tecnologia de grandes empresas que fizeram parte do corpo de jurados dessa 11ª edição, além de contar com convidados especiais da everis e NTT DATA. Agradecemos as startups, executivos e entusiastas que acompanharam a jornada deste ano, virtualmente e principalmente, parabenizamos as startups GreenAnt e TINDIN Educação & Finanças por serem as vencedoras dessa edição e irão representar o Brasil na grande final global no Japão. #everisBrasil #OpenInnovation #OIC11'",34,0,0,"#everisBrasil, #OpenInnovation, #OIC11'",linkedin,,,
333,everis,,2020-12-19,everis e #MIT realizaram estudo que aponta a maior adoção de Metodologias Ágeis nas áreas de TI e Software. https://lnkd.in/gfNKjCJ #everisBrasil #EstudoAgile #Agile',24,0,0,"#MIT, #everisBrasil, #EstudoAgile, #Agile'",linkedin,,,
334,everis,,2020-12-19,"No próximo everisTalks Round Table vamos abordar “A importância de investir em acessibilidade digital” e falar sobre os principais impactos no negócio com a inclusão da acessibilidade digital, além dos insights da pesquisa aplicada na sociedade brasileira e sua importância. Este evento on-line acontecerá no dia 11 de Dezembro, 9h30. Inscreva-se: https://lnkd.in/gJsQJx7 #everisBrasil #ITServices'",11,0,0,"#everisBrasil, #ITServices'",linkedin,,,
335,everis,,2020-12-19,"O objetivo deste artigo é explorar, do ponto de vista da estratégia de qualidade, quais são as opções e as boas práticas quando temos a abordagem arquitetural e de desenvolvimento de software focada em dividir as aplicações em pequenos componentes independentes, que chamamos de estratégia de microsserviços. https://lnkd.in/gVVcEvF #everisBrasil #ITServices'",32,0,0,"#everisBrasil, #ITServices'",linkedin,,,
336,everis,,2020-12-19,"Confirmamos nosso compromisso de continuar gerando valor em nossas organizações por meio de novos modelos de negócios que transformam nossos clientes, nossos mercados e nosso país. Baixe o e-book: https://lnkd.in/g2KpdkV #everisBrasil #InnovadoresenPeru #TransformacaoDigital'",7,0,0,"#everisBrasil, #InnovadoresenPeru, #TransformacaoDigital'",linkedin,,,
337,everis,,2020-12-19,"Em parceria com a Digital Innovation One, plataforma on-line de formação de profissionais em tecnologia, disponibilizamos 15 mil bolsas de estudo ao mercado. Dos profissionais formados, pelo menos 800 serão contratados pela everis Brasil, essa é a sua oportunidade de entrar no mercado de Tecnologia! Link de inscrição: https://bit.ly/2FWJWOE #MyeverisWorkplace #BEeveris #everisBrasil'",89,1,0,"#MyeverisWorkplace, #BEeveris, #everisBrasil'",linkedin,,,
338,everis,,2020-12-19,"A 11ª edição do Open Innovation Contest chegou ao fim! Confira imagens do evento, os pitchs das 6 startups finalistas e descubra as grandes vencedoras, que representarão o Brasil na final Global no Japão! https://lnkd.in/gGk-pU6 #Strategy&Tech #everisBrasil #OpenInnovation #OIC11'",14,0,0,"#Strategy&Tech, #everisBrasil, #OpenInnovation, #OIC11'",linkedin,,,
339,everis,,2020-12-19,"Nesta semana, o Innovabra Lab apresentou em evento online com Lucimara Rodrigues, Consultora Coach de Agilidade na everis, com o tema “O que o design Thinking pode fazer pelo Ágil e vice-versa”. Confira como foi o evento! #Strategy&Tech #everisBrasil'",15,0,0,"#Strategy&Tech, #everisBrasil'",linkedin,,,
340,everis,,2020-12-19,Agilidade e Gestão 3.0: soluções para se adequar e inovar em um mundo conectado e em constante evolução. Conheça neste artigo conceitos e metodologias que auxiliarão a continuar aprendendo e evoluindo para sobreviver às incertezas e mudanças. https://lnkd.in/gRQw3qm #everisBrasil #Strategy&Tech',14,1,0,"#everisBrasil, #Strategy&Tech'",linkedin,,,
341,everis,,2020-12-19,"Encerramos mais uma edição do Open Innovation Contest 11! Agradecemos a todas as startups que participaram da semifinal brasileira e parabenizamos a Tindin e Grenant, as grandes vencedoras, que irão representar o Brasil na final do Japão! #Strategy&Tech #everisBrasil #OpenInnovation #OIC11'",14,0,0,"#Strategy&Tech, #everisBrasil, #OpenInnovation, #OIC11'",linkedin,,,
342,everis,,2020-12-19,Descrevemos neste artigo o que é preciso saber para escolher a ferramenta Low Code ideal para o teu negócio e as principais aplicabilidades https://lnkd.in/gCm7TTJ #everisBrasil #ITServices',35,0,0,"#everisBrasil, #ITServices'",linkedin,,,
343,everis,,2020-12-19,"O tema desde #podcast é o ganho de eficiência e produtividade utilizando testes de API e Microserviços, ouça 🎧Spotify https://spoti.fi/3m7MAAO Google https://bit.ly/2UYmMvfApple https://apple.co/3q2IqMYDeezer https://bit.ly/3l6UVncTunein https://bit.ly/2V15zB9#everisBrasil #everisTalks #ITServices'",7,0,0,"#podcast, #everisBrasil, #everisTalks, #ITServices'",linkedin,,,
344,everis,,2020-12-19,"O ""X-Reality Inside 2020"", organiza as tecnologias, softwares, plataformas e hardware para desenvolver aplicações com #RealidadeAumentada, #RealidadeMista e #RealidadeVirtual. Acesse: https://lnkd.in/gbQNpBm#everisBrasil #xReality'",10,0,0,"#RealidadeAumentada,, #RealidadeMista, #RealidadeVirtual., #everisBrasil, #xReality'",linkedin,,,
345,everis,,2020-12-19,"O Centro de Certificação de Aplicações da #everisBrasil, equipe para testes de acessibilidade com foco em qualidade de software, encontrou a necessidade de compreender a realidade das pessoas com deficiência do Brasil, para entender como as empresas precisam se adequar para garantir a autonomia e acessibilidade deste público em seu dia a dia. Acesse a segunda edição do estudo aqui:  https://lnkd.in/gd56a48 #Acessibilidade #EstudoInclusivo'",19,0,0,"#everisBrasil,, #Acessibilidade, #EstudoInclusivo'",linkedin,,,
346,everis,,2020-12-19,"Bruno Lopes Mello, Dojo Senpai (Facilitador) na everis Brasil e Mayckol Favarello, Agile Coach na everis Brasil,  trarão, neste #meetup, insights sobre como a importância de considerar os comportamentos que podem ser desenvolvidos pelos times dependendo da forma como as métricas e indicadores são abordados. https://lnkd.in/gBtgmAh #everisBrasil #Strategy&Tech'",25,1,0,"#meetup,, #everisBrasil, #Strategy&Tech'",linkedin,,,
